sdv_user_id,Timestamp,steps,steps_goal,avg_heart_rate,max_heart_rate,minutes_moderate,minutes_vigorous,weight_kg,activity_label
1003,2023-06-22 00:00:00,19505,6304,76.2,123,145,20,128.1,energetic
1003,2023-06-23 00:00:00,38495,10706,77.9,128,140,60,128.5,over_exercise
1003,2023-06-24 00:00:00,9017,4509,74.1,107,75,0,128.1,healthy
1003,2023-06-25 00:00:00,12591,5954,74.6,125,120,5,128.2,energetic
1003,2023-06-26 00:00:00,11550,4306,74.4,119,110,0,128.1,healthy
1003,2023-06-27 00:00:00,12056,10290,75.0,116,120,0,128.0,energetic
1003,2023-06-28 00:00:00,47874,16933,77.2,126,80,90,128.1,over_exercise
1003,2023-06-29 00:00:00,46440,13207,78.3,126,100,105,128.0,over_exercise
1003,2023-06-30 00:00:00,18762,7971,75.9,124,155,10,128.0,energetic
1003,2023-07-01 00:00:00,17355,6870,75.6,124,140,15,127.8,energetic
1003,2023-07-02 00:00:00,30062,11329,77.2,125,155,45,128.1,over_exercise
1003,2023-07-03 00:00:00,4854,14373,73.3,96,30,0,128.0,energetic
1003,2023-07-04 00:00:00,41693,11830,78.8,129,135,95,128.0,over_exercise
1003,2023-07-05 00:00:00,16440,7772,75.8,115,165,0,128.0,energetic
1003,2023-07-06 00:00:00,24682,7688,76.8,130,135,50,127.8,over_exercise
1003,2023-07-07 00:00:00,22491,7266,76.6,127,125,40,128.0,over_exercise
1003,2023-07-08 00:00:00,15257,12660,75.3,125,95,15,127.9,energetic
1003,2023-07-09 00:00:00,13821,6756,74.9,108,140,0,127.9,energetic
1003,2023-07-10 00:00:00,8591,5312,74.0,103,85,0,127.7,healthy
1003,2023-07-11 00:00:00,11737,4679,74.6,115,105,0,127.8,healthy
1003,2023-07-12 00:00:00,24268,11078,76.7,128,150,30,127.9,energetic
1003,2023-07-13 00:00:00,38659,12604,77.2,127,80,95,127.9,over_exercise
1003,2023-07-14 00:00:00,12740,5399,74.7,118,110,0,127.7,energetic
1003,2023-07-15 00:00:00,6131,4346,73.2,105,45,0,127.7,healthy
1003,2023-07-16 00:00:00,35863,11658,77.6,127,80,100,127.8,over_exercise
1003,2023-07-17 00:00:00,19390,6108,76.0,123,150,15,127.7,energetic
1003,2023-07-18 00:00:00,25977,13572,76.2,124,130,35,127.8,over_exercise
1003,2023-07-19 00:00:00,27636,10966,77.0,125,120,40,127.5,over_exercise
1003,2023-07-20 00:00:00,17896,11075,75.6,124,115,20,127.7,energetic
1003,2023-07-21 00:00:00,31737,16255,76.7,128,70,85,127.5,over_exercise
1003,2023-07-22 00:00:00,14086,10430,75.3,120,115,5,127.6,energetic
1003,2023-07-23 00:00:00,6648,6572,73.7,101,45,0,127.7,healthy
1003,2023-07-24 00:00:00,9169,4362,74.1,104,75,0,127.7,healthy
1003,2023-07-25 00:00:00,12177,4086,74.5,112,115,0,127.6,energetic
1003,2023-07-26 00:00:00,31044,11820,77.1,126,120,50,127.5,over_exercise
1003,2023-07-27 00:00:00,4633,4340,73.2,93,15,0,127.6,energetic
1003,2023-07-28 00:00:00,19171,7558,75.9,124,155,15,127.5,energetic
1003,2023-07-29 00:00:00,37081,12059,78.2,127,130,75,127.6,over_exercise
1003,2023-07-30 00:00:00,32439,11735,78.0,126,145,65,127.5,over_exercise
1003,2023-07-31 00:00:00,3403,4065,73.2,103,10,0,127.4,low_activity
1003,2023-08-01 00:00:00,32283,12183,77.8,127,135,65,127.2,over_exercise
1003,2023-08-02 00:00:00,37678,15414,76.6,128,95,65,127.3,over_exercise
1003,2023-08-03 00:00:00,8376,7612,74.1,109,70,0,127.4,healthy
1003,2023-08-04 00:00:00,14177,4980,75.3,113,125,0,127.4,energetic
1003,2023-08-05 00:00:00,24997,15319,76.1,126,75,60,127.2,over_exercise
1003,2023-08-06 00:00:00,40410,14821,77.3,125,90,90,127.4,over_exercise
1003,2023-08-07 00:00:00,33252,16045,77.2,127,120,60,127.5,over_exercise
1003,2023-08-08 00:00:00,26806,10195,76.5,127,85,70,127.3,over_exercise
1003,2023-08-09 00:00:00,6360,4135,73.7,99,40,0,127.4,healthy
1003,2023-08-10 00:00:00,17659,10793,75.5,113,175,0,127.2,energetic
1003,2023-08-11 00:00:00,17060,13172,75.4,125,155,5,127.2,energetic
1003,2023-08-12 00:00:00,28793,16795,76.8,129,120,50,127.4,over_exercise
1003,2023-08-13 00:00:00,34777,11818,76.6,127,80,70,127.1,over_exercise
1003,2023-08-14 00:00:00,28274,16017,75.9,126,50,85,127.1,over_exercise
1003,2023-08-15 00:00:00,21079,10305,76.0,129,125,30,127.1,energetic
1003,2023-08-16 00:00:00,19284,7364,76.2,121,170,5,127.2,energetic
1003,2023-08-17 00:00:00,36665,12444,78.1,127,145,75,127.2,over_exercise
1003,2023-08-18 00:00:00,36098,14146,76.1,125,60,80,127.0,over_exercise
1003,2023-08-19 00:00:00,15736,6963,75.2,122,125,10,126.9,energetic
1003,2023-08-20 00:00:00,42427,16319,77.4,130,65,110,127.1,over_exercise
1003,2023-08-21 00:00:00,15505,7588,74.8,119,145,0,127.0,energetic
1003,2023-08-22 00:00:00,52491,14008,78.6,126,85,125,127.1,over_exercise
1003,2023-08-23 00:00:00,18782,6106,76.3,124,135,20,127.1,energetic
1003,2023-08-24 00:00:00,12875,10211,74.6,114,125,0,126.8,energetic
1003,2023-08-25 00:00:00,25558,11465,76.2,124,135,35,126.9,over_exercise
1003,2023-08-26 00:00:00,11615,6498,74.5,113,115,0,126.9,healthy
1003,2023-08-27 00:00:00,9467,4345,74.4,102,95,0,127.0,healthy
1003,2023-08-28 00:00:00,60248,16072,78.9,127,95,125,127.1,over_exercise
1003,2023-08-29 00:00:00,22188,6472,76.2,128,125,40,126.7,over_exercise
1003,2023-08-30 00:00:00,34128,11527,77.5,128,130,60,126.7,over_exercise
1003,2023-08-31 00:00:00,28560,10451,77.3,126,145,50,126.8,over_exercise
1003,2023-09-01 00:00:00,22820,16046,75.8,128,115,35,126.9,over_exercise
1003,2023-09-02 00:00:00,23721,11463,76.4,125,130,45,126.9,over_exercise
1003,2023-09-03 00:00:00,9237,4690,73.8,98,75,0,126.8,healthy
1003,2023-09-04 00:00:00,9125,4354,74.0,103,50,0,126.8,healthy
1003,2023-09-05 00:00:00,24993,13885,76.7,127,125,40,126.6,over_exercise
1003,2023-09-06 00:00:00,15748,6782,75.4,114,150,0,126.9,energetic
1003,2023-09-07 00:00:00,17285,11447,75.7,120,150,5,126.6,energetic
1003,2023-09-08 00:00:00,24803,7150,76.6,126,140,40,126.8,over_exercise
1003,2023-09-09 00:00:00,10342,5218,74.4,105,110,0,126.8,healthy
1003,2023-09-10 00:00:00,8565,4537,73.9,100,90,0,126.6,healthy
1003,2023-09-11 00:00:00,17530,14541,75.6,121,150,5,126.5,energetic
1003,2023-09-12 00:00:00,12186,7803,74.8,107,125,0,126.7,energetic
1003,2023-09-13 00:00:00,21167,7100,76.3,124,140,30,126.8,energetic
1003,2023-09-14 00:00:00,47076,15322,80.1,129,160,100,126.7,over_exercise
1003,2023-09-15 00:00:00,48964,15640,78.6,127,95,115,126.5,over_exercise
1003,2023-09-16 00:00:00,16704,6242,75.1,123,140,10,126.6,energetic
1003,2023-09-17 00:00:00,35080,15271,77.4,125,85,85,126.5,over_exercise
1003,2023-09-18 00:00:00,29055,13592,76.9,127,115,55,126.5,over_exercise
1003,2023-09-19 00:00:00,23926,7594,76.2,130,135,30,126.6,energetic
1003,2023-09-20 00:00:00,25930,16547,76.6,129,135,35,126.4,over_exercise
1003,2023-09-21 00:00:00,6421,4961,73.7,99,50,0,126.4,healthy
1003,2023-09-22 00:00:00,14915,7518,74.9,126,110,15,126.4,energetic
1003,2023-09-23 00:00:00,28420,12670,77.0,129,120,60,126.6,over_exercise
1003,2023-09-24 00:00:00,13114,5492,74.9,115,150,0,126.4,energetic
1003,2023-09-25 00:00:00,16092,5385,75.3,123,150,5,126.3,energetic
1003,2023-09-26 00:00:00,39383,16916,77.7,130,120,80,126.3,over_exercise
1003,2023-09-27 00:00:00,20576,7360,75.7,127,130,30,126.4,energetic
1003,2023-09-28 00:00:00,32470,14630,76.3,126,95,65,126.4,over_exercise
1003,2023-09-29 00:00:00,16711,12641,75.4,125,110,20,126.4,energetic
1003,2023-09-30 00:00:00,23273,13075,76.5,124,130,35,126.4,over_exercise
1003,2023-10-01 00:00:00,31501,16369,76.6,130,85,55,126.3,over_exercise
1003,2023-10-02 00:00:00,27469,14746,76.7,125,140,40,126.4,over_exercise
1003,2023-10-03 00:00:00,9873,5255,74.2,101,100,0,126.4,healthy
1003,2023-10-04 00:00:00,40637,14719,78.3,129,130,80,126.1,over_exercise
1003,2023-10-05 00:00:00,38806,14638,78.2,127,100,100,126.2,over_exercise
1003,2023-10-06 00:00:00,10329,4876,74.1,118,95,0,126.1,healthy
1003,2023-10-07 00:00:00,26374,10761,76.8,125,165,40,126.1,over_exercise
1003,2023-10-08 00:00:00,11219,5547,74.3,111,105,0,126.3,healthy
1003,2023-10-09 00:00:00,16818,7695,75.1,125,125,15,126.0,energetic
1003,2023-10-10 00:00:00,24610,10804,75.9,128,115,35,126.0,over_exercise
1003,2023-10-11 00:00:00,17991,5791,75.6,127,120,20,126.3,energetic
1003,2023-10-12 00:00:00,28968,13832,76.9,127,115,55,126.0,over_exercise
1003,2023-10-13 00:00:00,57687,14455,79.7,129,110,120,126.1,over_exercise
1003,2023-10-14 00:00:00,21692,7194,76.1,121,165,10,125.9,energetic
1003,2023-10-15 00:00:00,29824,10448,77.2,125,105,75,125.9,over_exercise
1003,2023-10-16 00:00:00,31440,14195,77.5,127,120,70,125.8,over_exercise
1003,2023-10-17 00:00:00,34229,15982,78.0,126,155,55,126.0,over_exercise
1003,2023-10-18 00:00:00,27775,14752,76.6,126,95,60,125.8,over_exercise
1003,2023-10-19 00:00:00,18232,7893,75.7,121,145,10,125.9,energetic
1003,2023-10-20 00:00:00,8590,4739,73.6,105,70,0,125.9,healthy
1003,2023-10-21 00:00:00,29799,14432,76.4,127,100,70,125.8,over_exercise
1003,2023-10-22 00:00:00,11104,6585,74.2,127,70,10,125.8,healthy
1003,2023-10-23 00:00:00,10391,5761,74.4,105,95,0,125.7,healthy
1003,2023-10-24 00:00:00,7978,4762,74.0,100,65,0,125.9,healthy
1003,2023-10-25 00:00:00,36033,15901,77.3,127,60,105,125.8,over_exercise
1003,2023-10-26 00:00:00,9359,6113,74.1,112,85,0,126.0,healthy
1003,2023-10-27 00:00:00,27670,13058,77.0,128,105,70,125.8,over_exercise
1003,2023-10-28 00:00:00,28814,12008,76.5,126,90,70,125.8,over_exercise
1003,2023-10-29 00:00:00,19179,10882,75.2,125,75,50,125.7,over_exercise
1003,2023-10-30 00:00:00,10454,4213,73.8,110,115,0,125.7,healthy
1003,2023-10-31 00:00:00,26013,11653,76.4,124,130,40,125.7,over_exercise
1003,2023-11-01 00:00:00,19199,7378,75.6,120,150,5,125.7,energetic
1003,2023-11-02 00:00:00,10654,6221,74.0,111,90,0,125.6,healthy
1003,2023-11-03 00:00:00,16937,10019,75.4,125,120,20,125.6,energetic
1003,2023-11-04 00:00:00,35786,13996,77.1,129,75,85,125.7,over_exercise
1003,2023-11-05 00:00:00,39118,14083,78.0,125,95,95,125.5,over_exercise
1003,2023-11-06 00:00:00,24227,7556,76.3,124,125,35,125.5,over_exercise
1003,2023-11-07 00:00:00,8810,4804,73.9,108,65,0,125.5,healthy
1003,2023-11-08 00:00:00,20097,7918,76.1,123,140,20,125.5,energetic
1003,2023-11-09 00:00:00,40055,12683,78.5,127,115,95,125.5,over_exercise
1003,2023-11-10 00:00:00,10992,4673,74.5,102,85,0,125.5,healthy
1003,2023-11-11 00:00:00,14146,5103,75.2,119,135,0,125.6,energetic
1003,2023-11-12 00:00:00,13809,7221,74.8,118,135,0,125.6,energetic
1003,2023-11-13 00:00:00,17547,10760,75.4,124,135,10,125.3,energetic
1003,2023-11-14 00:00:00,19317,16593,76.0,124,150,10,125.5,energetic
1003,2023-11-15 00:00:00,22945,12026,76.1,124,115,35,125.5,over_exercise
1003,2023-11-16 00:00:00,25765,7873,76.4,126,105,60,125.5,over_exercise
1003,2023-11-17 00:00:00,14579,10856,74.8,122,125,5,125.3,energetic
1003,2023-11-18 00:00:00,9635,5392,73.9,111,85,0,125.3,healthy
1003,2023-11-19 00:00:00,17509,5421,75.4,126,140,10,125.3,energetic
1003,2023-11-20 00:00:00,28862,12333,76.6,131,130,50,125.3,over_exercise
1003,2023-11-21 00:00:00,36806,11900,77.4,126,60,115,125.4,over_exercise
1003,2023-11-22 00:00:00,27833,15840,76.2,125,100,55,125.3,over_exercise
1003,2023-11-23 00:00:00,37957,10131,78.2,126,110,95,125.2,over_exercise
1003,2023-11-24 00:00:00,11785,6284,74.7,112,115,0,125.2,healthy
1003,2023-11-25 00:00:00,14044,4968,75.0,116,130,0,125.1,energetic
1003,2023-11-26 00:00:00,21284,7897,75.9,125,110,35,125.1,over_exercise
1003,2023-11-27 00:00:00,8082,4140,74.1,90,5,0,125.3,energetic
1003,2023-11-28 00:00:00,4922,7463,73.4,94,15,0,125.2,energetic
1003,2023-11-29 00:00:00,13068,7788,74.4,118,120,0,125.0,energetic
1003,2023-11-30 00:00:00,21610,13864,76.4,125,185,10,125.0,energetic
1003,2023-12-01 00:00:00,31140,12799,76.4,131,100,65,125.0,over_exercise
1003,2023-12-02 00:00:00,6796,4454,73.6,96,60,0,125.0,healthy
1003,2023-12-03 00:00:00,16159,7717,75.4,116,150,0,125.2,energetic
1003,2023-12-04 00:00:00,39164,11967,78.4,129,160,70,124.9,over_exercise
1003,2023-12-05 00:00:00,19981,10637,75.3,124,110,35,125.1,over_exercise
1003,2023-12-06 00:00:00,36300,16819,77.6,130,115,80,125.0,over_exercise
1003,2023-12-07 00:00:00,18489,10624,75.7,130,140,15,125.1,energetic
1003,2023-12-08 00:00:00,7716,4110,73.8,100,65,0,125.3,healthy
1003,2023-12-09 00:00:00,24275,6577,76.3,126,155,20,124.8,energetic
1003,2023-12-10 00:00:00,19940,7832,76.3,123,125,30,125.2,energetic
1003,2023-12-11 00:00:00,13304,14763,74.4,123,105,5,125.0,energetic
1003,2023-12-12 00:00:00,6048,6657,73.5,97,30,0,125.1,healthy
1003,2023-12-13 00:00:00,34363,16142,77.1,124,100,75,124.8,over_exercise
1003,2023-12-14 00:00:00,15217,7688,74.5,123,110,10,124.9,energetic
1003,2023-12-15 00:00:00,25821,7192,77.0,127,180,30,124.8,energetic
1003,2023-12-16 00:00:00,27428,11598,76.5,127,120,50,124.9,over_exercise
1003,2023-12-17 00:00:00,15095,11230,74.6,126,120,5,125.1,energetic
1003,2023-12-18 00:00:00,12494,4197,74.8,108,130,0,124.7,energetic
1003,2023-12-19 00:00:00,33368,10794,77.3,129,145,55,124.9,over_exercise
1003,2023-12-20 00:00:00,33178,13617,77.2,126,130,70,124.7,over_exercise
1003,2023-12-21 00:00:00,14671,6751,75.2,111,145,0,124.7,energetic
1003,2023-12-22 00:00:00,10196,4758,74.3,111,75,0,124.8,healthy
1003,2023-12-23 00:00:00,7002,6923,73.4,96,45,0,124.8,healthy
1003,2023-12-24 00:00:00,26127,12259,76.8,128,135,40,124.8,over_exercise
1003,2023-12-25 00:00:00,21984,5769,76.3,121,195,5,124.8,energetic
1003,2023-12-26 00:00:00,20409,12200,75.7,125,145,15,124.7,energetic
1003,2023-12-27 00:00:00,12109,7503,74.3,118,110,0,124.7,energetic
1003,2023-12-28 00:00:00,23688,15378,76.6,125,190,20,124.4,energetic
1003,2023-12-29 00:00:00,13792,5502,74.8,125,125,5,124.6,energetic
1003,2023-12-30 00:00:00,31492,14366,76.3,129,95,65,124.4,over_exercise
1003,2023-12-31 00:00:00,24588,11168,76.4,127,130,40,124.7,over_exercise
1004,2023-01-01 00:00:00,55028,16462,79.1,127,175,95,95.1,over_exercise
1004,2023-01-02 00:00:00,54173,16510,77.9,129,130,95,95.0,over_exercise
1004,2023-01-03 00:00:00,68110,16666,80.2,128,160,145,95.0,over_exercise
1004,2023-01-04 00:00:00,51232,15290,77.7,127,145,90,95.0,over_exercise
1004,2023-01-05 00:00:00,49290,14654,79.2,126,245,75,95.0,over_exercise
1004,2023-01-06 00:00:00,75006,12264,79.8,129,165,135,94.9,over_exercise
1004,2023-01-07 00:00:00,27546,12072,76.0,122,215,10,95.0,energetic
1004,2023-01-08 00:00:00,30696,11385,76.6,128,220,20,95.1,energetic
1004,2023-01-09 00:00:00,41215,13194,77.9,127,205,55,95.0,over_exercise
1004,2023-01-10 00:00:00,63139,14668,79.2,126,150,125,95.0,over_exercise
1004,2023-01-11 00:00:00,42952,12458,77.6,127,140,95,94.8,over_exercise
1004,2023-01-12 00:00:00,45533,15200,77.9,125,195,65,94.8,over_exercise
1004,2023-01-13 00:00:00,62814,16096,80.1,125,215,100,94.9,over_exercise
1004,2023-01-14 00:00:00,38172,13152,77.3,126,155,75,95.0,over_exercise
1004,2023-01-15 00:00:00,55866,16421,78.8,125,155,110,94.9,over_exercise
1004,2023-01-16 00:00:00,36352,11655,77.4,128,200,45,94.9,over_exercise
1004,2023-01-17 00:00:00,66474,12001,79.4,125,165,115,94.7,over_exercise
1004,2023-01-18 00:00:00,58825,14095,78.5,127,125,120,94.6,over_exercise
1004,2023-01-19 00:00:00,49157,16994,77.9,126,120,115,94.8,over_exercise
1004,2023-01-20 00:00:00,45203,13380,78.4,127,240,55,94.9,over_exercise
1004,2023-01-21 00:00:00,46330,16058,77.3,127,140,90,94.8,over_exercise
1004,2023-01-22 00:00:00,44338,16699,77.5,126,140,95,94.7,over_exercise
1004,2023-01-23 00:00:00,40475,11300,77.7,126,195,55,94.8,over_exercise
1004,2023-01-24 00:00:00,57687,16868,77.8,126,160,85,94.8,over_exercise
1004,2023-01-25 00:00:00,44075,14292,77.5,127,140,75,94.6,over_exercise
1004,2023-01-26 00:00:00,63455,11130,79.4,127,155,125,94.8,over_exercise
1004,2023-01-27 00:00:00,51679,11497,78.5,127,185,90,94.7,over_exercise
1004,2023-01-28 00:00:00,33120,11846,76.6,124,195,35,94.8,over_exercise
1004,2023-01-29 00:00:00,50992,11466,79.1,125,270,45,94.7,over_exercise
1004,2023-01-30 00:00:00,44192,15455,78.4,122,220,60,94.5,over_exercise
1004,2023-01-31 00:00:00,40631,15219,77.2,124,175,65,94.6,over_exercise
1004,2023-02-01 00:00:00,33521,11468,76.9,123,215,35,94.8,over_exercise
1004,2023-02-02 00:00:00,43901,11592,78.1,130,180,65,94.6,over_exercise
1004,2023-02-03 00:00:00,45528,16040,78.4,125,200,75,94.5,over_exercise
1004,2023-02-04 00:00:00,43382,17529,76.8,124,140,75,94.4,over_exercise
1004,2023-02-05 00:00:00,29657,11578,76.8,123,230,5,94.5,energetic
1004,2023-02-06 00:00:00,34680,11706,77.3,124,245,25,94.5,energetic
1004,2023-02-07 00:00:00,76654,15351,79.7,125,140,140,94.5,over_exercise
1004,2023-02-08 00:00:00,59983,15593,78.5,127,150,105,94.4,over_exercise
1004,2023-02-09 00:00:00,41268,17790,77.5,125,195,50,94.6,over_exercise
1004,2023-02-10 00:00:00,53339,11067,79.0,125,190,70,94.5,over_exercise
1004,2023-02-11 00:00:00,49082,13558,78.9,124,205,90,94.6,over_exercise
1004,2023-02-12 00:00:00,90798,17096,80.1,128,180,125,94.3,over_exercise
1004,2023-02-13 00:00:00,45466,16057,77.1,125,145,85,94.3,over_exercise
1004,2023-02-14 00:00:00,57261,15911,78.5,126,170,90,94.4,over_exercise
1004,2023-02-15 00:00:00,53876,17862,77.5,126,140,85,94.4,over_exercise
1004,2023-02-16 00:00:00,86348,17241,81.0,126,185,140,94.4,over_exercise
1004,2023-02-17 00:00:00,46100,11485,78.5,124,215,45,94.2,over_exercise
1004,2023-02-18 00:00:00,60767,16931,78.9,126,155,105,94.4,over_exercise
1004,2023-02-19 00:00:00,23590,15812,75.5,122,180,10,94.3,energetic
1004,2023-02-20 00:00:00,37376,14269,77.6,127,245,30,94.2,energetic
1004,2023-02-21 00:00:00,43970,17403,77.8,124,195,65,94.2,over_exercise
1004,2023-02-22 00:00:00,54271,13278,79.6,129,180,110,94.4,over_exercise
1004,2023-02-23 00:00:00,46329,16833,77.9,126,160,80,94.4,over_exercise
1004,2023-02-24 00:00:00,45619,14555,78.0,127,185,70,94.1,over_exercise
1004,2023-02-25 00:00:00,53615,15032,78.3,129,150,105,94.3,over_exercise
1004,2023-02-26 00:00:00,15654,15528,74.0,115,115,0,94.3,energetic
1004,2023-02-27 00:00:00,50300,12731,78.5,126,200,70,94.0,over_exercise
1004,2023-02-28 00:00:00,32479,14350,76.7,123,215,25,94.2,energetic
1004,2023-03-01 00:00:00,77335,16147,80.0,129,165,130,94.2,over_exercise
1004,2023-03-02 00:00:00,36150,17425,77.2,128,190,55,94.2,over_exercise
1004,2023-03-03 00:00:00,94157,16731,80.8,128,190,130,94.0,over_exercise
1004,2023-03-04 00:00:00,37225,12807,77.3,124,245,30,94.2,energetic
1004,2023-03-05 00:00:00,46499,14201,78.7,127,200,85,93.9,over_exercise
1004,2023-03-06 00:00:00,60162,17127,79.5,127,180,105,94.1,over_exercise
1004,2023-03-07 00:00:00,51665,13811,78.8,126,200,70,94.1,over_exercise
1004,2023-03-08 00:00:00,48447,12223,78.6,125,185,90,94.0,over_exercise
1004,2023-03-09 00:00:00,50873,14072,77.4,126,115,110,94.1,over_exercise
1004,2023-03-10 00:00:00,50257,13803,78.5,126,165,100,94.1,over_exercise
1004,2023-03-11 00:00:00,57762,17057,78.4,129,175,90,94.0,over_exercise
1004,2023-03-12 00:00:00,26584,13396,75.8,123,195,10,93.9,energetic
1004,2023-03-13 00:00:00,46250,13314,78.3,128,195,80,93.9,over_exercise
1004,2023-03-14 00:00:00,46545,13985,78.4,127,215,65,93.8,over_exercise
1004,2023-03-15 00:00:00,42357,11939,77.8,124,200,60,94.0,over_exercise
1004,2023-03-16 00:00:00,49348,17127,78.7,128,190,85,93.8,over_exercise
1004,2023-03-17 00:00:00,37743,11896,77.4,127,180,70,93.9,over_exercise
1004,2023-03-18 00:00:00,47950,14488,78.4,126,215,70,93.7,over_exercise
1004,2023-03-19 00:00:00,36800,13656,77.0,125,255,25,93.6,energetic
1004,2023-03-20 00:00:00,86490,13697,80.6,126,145,160,93.9,over_exercise
1004,2023-03-21 00:00:00,39484,12056,77.8,125,190,55,93.7,over_exercise
1004,2023-03-22 00:00:00,35687,11807,77.0,126,235,35,93.9,over_exercise
1004,2023-03-23 00:00:00,62840,14196,78.9,126,135,130,93.9,over_exercise
1004,2023-03-24 00:00:00,62194,16182,78.9,124,160,115,93.8,over_exercise
1004,2023-03-25 00:00:00,44915,17220,77.8,123,180,65,93.7,over_exercise
1004,2023-03-26 00:00:00,35376,14417,76.9,126,200,40,93.7,over_exercise
1004,2023-03-27 00:00:00,79134,15522,79.7,126,145,155,93.7,over_exercise
1004,2023-03-28 00:00:00,53477,13768,78.2,124,180,80,93.7,over_exercise
1004,2023-03-29 00:00:00,48737,17457,78.3,124,200,70,93.8,over_exercise
1004,2023-03-30 00:00:00,42371,11595,78.2,126,200,70,93.6,over_exercise
1004,2023-03-31 00:00:00,58880,17539,79.2,129,220,75,93.4,over_exercise
1004,2023-04-01 00:00:00,43608,11929,77.6,131,185,70,93.7,over_exercise
1004,2023-04-02 00:00:00,65537,15749,80.0,125,220,110,93.6,over_exercise
1004,2023-04-03 00:00:00,57377,14419,77.5,126,155,85,93.8,over_exercise
1004,2023-04-04 00:00:00,54854,14956,78.9,124,190,90,93.6,over_exercise
1004,2023-04-05 00:00:00,56228,14025,79.2,127,180,100,93.6,over_exercise
1004,2023-04-06 00:00:00,44240,16112,77.9,125,180,85,93.5,over_exercise
1004,2023-04-07 00:00:00,30100,15544,76.4,123,245,10,93.4,energetic
1004,2023-04-08 00:00:00,54547,16743,79.4,128,185,100,93.5,over_exercise
1004,2023-04-09 00:00:00,47306,11534,78.8,125,240,55,93.6,over_exercise
1004,2023-04-10 00:00:00,68221,13890,79.4,127,155,120,93.6,over_exercise
1004,2023-04-11 00:00:00,62068,11020,79.2,124,205,95,93.4,over_exercise
1004,2023-04-12 00:00:00,55358,14661,79.3,124,215,85,93.6,over_exercise
1004,2023-04-13 00:00:00,42956,16327,77.2,126,190,50,93.6,over_exercise
1004,2023-04-14 00:00:00,51861,13965,78.3,127,160,95,93.5,over_exercise
1004,2023-04-15 00:00:00,36078,16778,77.1,125,200,40,93.3,over_exercise
1004,2023-04-16 00:00:00,52150,16009,77.8,124,180,65,93.4,over_exercise
1004,2023-04-17 00:00:00,43742,13485,77.5,127,210,55,93.4,over_exercise
1004,2023-04-18 00:00:00,28296,11186,76.4,128,200,15,93.4,energetic
1004,2023-04-19 00:00:00,25049,11159,75.3,123,175,15,93.3,energetic
1004,2023-04-20 00:00:00,56287,12341,79.1,125,225,70,93.4,over_exercise
1004,2023-04-21 00:00:00,45121,11863,77.6,130,145,95,93.3,over_exercise
1004,2023-04-22 00:00:00,74451,17933,79.5,124,140,135,93.3,over_exercise
1004,2023-04-23 00:00:00,57459,15813,79.0,126,190,85,93.1,over_exercise
1004,2023-04-24 00:00:00,45082,13184,77.9,128,180,70,93.5,over_exercise
1004,2023-04-25 00:00:00,42440,13959,78.2,128,235,35,93.4,over_exercise
1004,2023-04-26 00:00:00,31980,15959,76.5,123,210,30,93.2,energetic
1004,2023-04-27 00:00:00,29891,12767,76.1,124,175,20,93.2,energetic
1004,2023-04-28 00:00:00,62346,15100,79.6,128,165,120,93.1,over_exercise
1004,2023-04-29 00:00:00,33609,11641,76.6,125,185,40,93.0,over_exercise
1004,2023-04-30 00:00:00,38604,11020,77.5,124,225,45,93.2,over_exercise
1004,2023-05-01 00:00:00,39923,15142,77.4,124,215,50,93.3,over_exercise
1004,2023-05-02 00:00:00,68938,13315,78.6,126,125,130,93.2,over_exercise
1004,2023-05-03 00:00:00,44681,14162,77.8,126,205,70,93.1,over_exercise
1004,2023-05-04 00:00:00,45751,15157,77.9,128,175,75,93.2,over_exercise
1004,2023-05-05 00:00:00,67832,16573,80.3,126,170,140,93.2,over_exercise
1004,2023-05-06 00:00:00,66430,12764,79.6,126,205,105,93.3,over_exercise
1004,2023-05-07 00:00:00,54795,12271,79.1,124,220,75,93.1,over_exercise
1004,2023-05-08 00:00:00,34961,11942,77.0,125,185,40,93.1,over_exercise
1004,2023-05-09 00:00:00,67217,12645,79.2,127,175,100,93.1,over_exercise
1004,2023-05-10 00:00:00,26700,11956,75.9,122,205,10,93.0,energetic
1004,2023-05-11 00:00:00,52261,17033,78.9,127,220,75,93.0,over_exercise
1004,2023-05-12 00:00:00,49070,11008,78.3,127,165,105,93.1,over_exercise
1004,2023-05-13 00:00:00,44496,15574,78.0,127,180,70,93.1,over_exercise
1004,2023-05-14 00:00:00,36981,11030,77.0,125,205,30,93.1,energetic
1004,2023-05-15 00:00:00,39810,12190,77.9,126,210,50,92.8,over_exercise
1004,2023-05-16 00:00:00,35647,13787,76.9,122,215,25,92.8,energetic
1004,2023-05-17 00:00:00,59315,16346,77.7,127,125,120,92.9,over_exercise
1004,2023-05-18 00:00:00,100724,16098,80.6,129,150,165,92.9,over_exercise
1004,2023-05-19 00:00:00,43727,11677,78.2,125,200,70,92.9,over_exercise
1004,2023-05-20 00:00:00,33892,13956,76.7,125,190,35,92.8,over_exercise
1004,2023-05-21 00:00:00,30654,13667,76.5,127,185,30,92.9,energetic
1004,2023-05-22 00:00:00,53998,15187,78.6,126,180,85,92.9,over_exercise
1004,2023-05-23 00:00:00,48919,12472,77.6,125,150,80,92.8,over_exercise
1004,2023-05-24 00:00:00,31832,11948,76.8,124,225,20,92.6,energetic
